Date,Start Time,End Time,Post As/Signage,Function Space,Function Type,Expected,Do Not Post
1/4/2017,3:00 PM,11:45 PM,24 Hour Hold,Woodrow Wilson Ballroom,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,24 Hour Hold,Woodrow Wilson Lobby,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,24 Hour Hold,Woodrow Wilson Registration Desk,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,Hold,Azalea 1,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,Hold,Azalea 2,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,Hold,Azalea 3,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,Hold,Camellia 1,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,Hold,Magnolia 1,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,Hold,Magnolia 2,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,Hold,Magnolia 3,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,Hold,Annapolis,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,Hold,Baltimore 1-2,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,Hold,Baltimore 3-5,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,24 Hour Hold,Presidential Boardroom,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,Hold,Ft. Washington Boardroom,24 Hour Hold,1,N
1/4/2017,3:00 PM,11:45 PM,Hold,Ft. Washington Reg Desk,24 Hour Hold,1,N
